exam_id,subject_id,exam_name,exam_date,total_marks,pass_marks,duration_minutes,teacher_id,school_id,exam_type
732,378,Reverse-engineered optimizing challenge,2024-10-25,100,40,41,886,91,Quiz
733,26,Robust clear-thinking strategy,2024-07-01,100,40,63,448,52,Final
734,374,Grass-roots bi-directional website,2025-01-17,100,40,85,359,6,Midterm
735,231,Synergistic multi-state data-warehouse,2025-01-09,100,40,124,731,51,Quiz
736,277,Seamless fault-tolerant open system,2024-04-21,100,40,127,316,91,Midterm
737,456,Multi-layered analyzing array,2025-01-11,100,40,169,36,1,Final
738,254,Multi-tiered incremental methodology,2024-02-02,100,40,80,424,37,Midterm
739,497,Reduced hybrid matrices,2024-02-22,100,40,140,606,62,Midterm
740,129,Balanced responsive leverage,2024-10-22,100,40,139,63,54,Midterm
741,443,Versatile content-based portal,2024-12-13,100,40,60,418,8,Quiz
742,224,Programmable optimal archive,2024-06-28,100,40,166,97,97,Final
743,414,Team-oriented cohesive Local Area Network,2024-06-09,100,40,167,296,59,Final
744,15,Face-to-face heuristic matrix,2024-04-01,100,40,178,87,15,Final
745,177,Profound leadingedge utilization,2024-04-16,100,40,101,238,41,Midterm
746,262,Diverse reciprocal benchmark,2024-05-02,100,40,110,533,56,Midterm
747,408,Down-sized explicit Graphic Interface,2024-08-21,100,40,94,296,69,Midterm
748,370,Function-based incremental hub,2024-07-07,100,40,91,919,90,Final
749,44,De-engineered encompassing orchestration,2024-02-09,100,40,105,626,99,Final
750,366,Optimized incremental data-warehouse,2024-06-08,100,40,172,412,15,Quiz
751,47,Seamless attitude-oriented flexibility,2024-04-12,100,40,120,222,72,Quiz
752,364,Reactive fault-tolerant process improvement,2024-06-18,100,40,101,649,1,Final
753,344,Open-architected 3rdgeneration approach,2024-03-03,100,40,74,561,79,Final
754,137,Virtual directional neural-net,2024-07-07,100,40,73,771,82,Quiz
755,2,Cross-platform optimal standardization,2024-03-29,100,40,48,629,45,Midterm
756,133,Stand-alone systemic alliance,2024-11-07,100,40,140,668,55,Quiz
757,427,Intuitive radical projection,2024-10-07,100,40,155,557,17,Quiz
758,229,Multi-tiered stable frame,2024-10-07,100,40,76,971,50,Midterm
759,276,De-engineered reciprocal customer loyalty,2024-05-04,100,40,157,860,57,Final
760,339,Virtual 6thgeneration framework,2025-01-06,100,40,36,27,16,Final
761,476,Integrated object-oriented info-mediaries,2024-06-01,100,40,30,191,42,Midterm
762,98,Focused national portal,2024-08-09,100,40,146,963,63,Final
763,298,Proactive non-volatile encryption,2024-02-20,100,40,156,23,42,Final
764,123,Vision-oriented value-added utilization,2024-06-27,100,40,135,966,74,Final
765,17,Focused disintermediate intranet,2024-10-25,100,40,88,668,41,Quiz
766,162,Profound didactic leverage,2024-08-21,100,40,53,177,36,Quiz
767,396,Centralized maximized throughput,2024-06-02,100,40,111,319,62,Final
768,279,Cloned bottom-line methodology,2024-07-29,100,40,66,450,33,Final
769,53,Monitored attitude-oriented attitude,2024-06-22,100,40,103,1,79,Midterm
770,108,Function-based regional superstructure,2024-09-12,100,40,152,284,79,Final
771,387,Implemented motivating hardware,2024-11-02,100,40,96,505,19,Quiz
772,484,Persistent clear-thinking encryption,2024-12-25,100,40,114,46,78,Quiz
773,89,Networked stable standardization,2024-05-28,100,40,141,337,34,Midterm
774,103,Ameliorated incremental frame,2024-06-29,100,40,138,73,97,Quiz
775,91,Implemented incremental portal,2024-11-09,100,40,50,184,8,Final
776,375,Persevering 6thgeneration productivity,2024-11-06,100,40,66,794,60,Midterm
777,419,Upgradable demand-driven hardware,2024-09-22,100,40,93,690,55,Final
778,333,Multi-lateral object-oriented monitoring,2024-10-03,100,40,124,107,86,Final
779,446,Organized foreground knowledge user,2024-04-14,100,40,102,50,26,Final
780,410,Reverse-engineered bandwidth-monitored solution,2024-09-03,100,40,63,936,21,Final
781,35,Operative 5thgeneration intranet,2024-02-11,100,40,137,170,99,Final
782,196,Integrated multimedia middleware,2024-03-13,100,40,125,167,21,Midterm
783,182,Reactive value-added moratorium,2024-12-17,100,40,146,704,34,Final
784,2,Function-based 3rdgeneration orchestration,2024-08-18,100,40,131,211,18,Quiz
785,212,Grass-roots exuding instruction set,2024-08-11,100,40,141,106,95,Quiz
786,428,Reactive contextually-based focus group,2024-09-22,100,40,31,931,42,Midterm
787,486,Visionary user-facing synergy,2024-05-13,100,40,162,837,62,Midterm
788,355,Cross-group bottom-line complexity,2024-02-02,100,40,95,608,18,Midterm
789,285,Enterprise-wide cohesive protocol,2024-10-10,100,40,165,339,58,Final
790,266,Integrated content-based function,2024-04-16,100,40,122,827,83,Final
791,324,Visionary 24/7 knowledge user,2024-03-21,100,40,157,91,54,Midterm
792,233,Cloned heuristic forecast,2024-02-09,100,40,33,461,40,Quiz
793,471,User-friendly bifurcated algorithm,2024-12-18,100,40,160,851,93,Midterm
794,414,User-centric clear-thinking matrices,2025-01-15,100,40,93,697,45,Final
795,488,Decentralized bandwidth-monitored middleware,2024-02-20,100,40,61,578,2,Final
796,6,Re-engineered eco-centric hub,2024-05-29,100,40,139,107,24,Final
797,431,Organic scalable parallelism,2024-07-17,100,40,64,910,9,Final
798,346,Open-source exuding moratorium,2024-02-25,100,40,112,713,39,Quiz
799,378,Multi-tiered discrete help-desk,2024-08-04,100,40,102,359,15,Midterm
800,87,Cross-group interactive capacity,2024-03-22,100,40,173,195,70,Quiz
801,315,Customizable fault-tolerant array,2024-08-07,100,40,145,738,56,Midterm
802,379,Configurable dedicated attitude,2024-12-01,100,40,99,719,68,Midterm
803,243,Future-proofed full-range help-desk,2024-07-30,100,40,120,862,79,Final
804,1,Switchable logistical monitoring,2024-06-18,100,40,118,403,36,Final
805,437,Multi-channeled background matrix,2024-12-20,100,40,146,513,24,Final
806,318,Cross-group zero-defect challenge,2024-02-27,100,40,129,368,78,Final
807,156,Cross-group empowering structure,2024-12-13,100,40,126,905,99,Final
808,331,Cloned optimizing infrastructure,2025-01-14,100,40,164,878,34,Midterm
809,296,Digitized multimedia middleware,2024-02-21,100,40,112,896,63,Quiz
810,103,User-centric analyzing framework,2024-07-28,100,40,139,208,15,Quiz
811,399,Centralized discrete workforce,2024-04-19,100,40,61,919,92,Midterm
812,90,Fully-configurable dynamic superstructure,2024-05-27,100,40,48,218,26,Final
813,390,User-friendly upward-trending methodology,2024-10-30,100,40,52,808,55,Quiz
814,416,Configurable next generation archive,2024-10-25,100,40,39,736,58,Quiz
815,331,Optional didactic encoding,2024-10-13,100,40,71,925,64,Quiz
816,33,Reduced multi-state orchestration,2024-02-17,100,40,111,74,47,Midterm
817,409,Fully-configurable logistical functionalities,2024-05-16,100,40,179,305,27,Quiz
818,385,Diverse heuristic definition,2024-10-18,100,40,160,330,41,Quiz
819,119,Future-proofed clear-thinking application,2024-06-07,100,40,159,671,36,Quiz
820,26,Networked human-resource service-desk,2025-01-07,100,40,165,302,61,Final
821,22,Front-line hybrid intranet,2024-06-28,100,40,99,796,74,Midterm
822,330,Optimized logistical protocol,2024-05-05,100,40,90,408,84,Midterm
823,153,Integrated didactic core,2024-12-30,100,40,97,158,48,Quiz
824,29,Vision-oriented asymmetric Graphical User Interface,2024-03-08,100,40,93,603,44,Quiz
825,493,Seamless leadingedge attitude,2024-02-06,100,40,168,463,12,Final
826,325,Virtual bandwidth-monitored utilization,2024-05-30,100,40,158,441,59,Quiz
827,351,Robust intangible migration,2024-04-13,100,40,137,962,55,Quiz
828,366,Re-contextualized methodical paradigm,2024-12-30,100,40,154,193,33,Quiz
829,35,Decentralized bottom-line core,2024-10-28,100,40,104,469,16,Midterm
830,26,Open-architected hybrid strategy,2024-02-18,100,40,153,450,44,Midterm
831,16,Focused holistic migration,2024-10-17,100,40,148,720,29,Quiz
832,294,Managed tangible firmware,2024-10-27,100,40,136,345,42,Midterm
833,88,Persevering intermediate approach,2024-07-10,100,40,82,315,70,Midterm
834,182,Seamless regional data-warehouse,2024-08-05,100,40,68,507,76,Final
835,416,Universal next generation hardware,2025-01-26,100,40,64,482,22,Midterm
836,395,Right-sized cohesive service-desk,2024-04-15,100,40,37,123,9,Final
837,337,Programmable discrete model,2024-12-19,100,40,54,317,17,Final
838,104,Face-to-face actuating definition,2024-12-22,100,40,34,943,86,Final
839,128,Cloned non-volatile challenge,2024-02-25,100,40,141,208,89,Midterm
840,255,Persistent foreground migration,2024-12-30,100,40,68,778,89,Final
841,219,Networked clear-thinking open architecture,2024-02-07,100,40,94,286,8,Midterm
842,246,Decentralized transitional core,2024-04-30,100,40,44,725,19,Quiz
843,192,Vision-oriented reciprocal Internet solution,2024-09-18,100,40,122,521,28,Quiz
844,13,Balanced tangible protocol,2024-04-27,100,40,174,199,89,Quiz
845,83,Extended composite emulation,2024-05-04,100,40,171,656,41,Final
846,199,Customizable encompassing contingency,2024-10-19,100,40,85,641,86,Midterm
847,72,Digitized client-server encoding,2024-11-19,100,40,131,894,44,Midterm
848,462,Sharable systemic functionalities,2024-08-02,100,40,47,158,4,Quiz
849,329,Stand-alone cohesive encoding,2024-09-16,100,40,58,866,76,Quiz
850,35,Multi-layered foreground project,2024-03-07,100,40,154,207,81,Final
851,142,Pre-emptive well-modulated knowledgebase,2024-10-15,100,40,98,178,10,Quiz
852,271,Versatile motivating website,2025-01-05,100,40,102,157,47,Quiz
853,188,Down-sized zero-defect artificial intelligence,2024-02-22,100,40,110,337,74,Quiz
854,224,Proactive next generation framework,2024-05-28,100,40,113,600,15,Final
855,146,Enterprise-wide scalable knowledgebase,2024-10-02,100,40,134,764,11,Midterm
856,426,Open-architected analyzing strategy,2024-03-13,100,40,173,648,54,Final
857,391,Customer-focused discrete installation,2024-12-12,100,40,131,870,10,Final
858,163,Organic uniform hardware,2024-09-02,100,40,97,506,28,Quiz
859,194,Inverse intermediate adapter,2024-12-15,100,40,174,323,62,Quiz
860,110,Horizontal tertiary flexibility,2024-10-18,100,40,131,218,85,Midterm
861,317,Open-architected optimal challenge,2024-05-31,100,40,141,642,5,Midterm
862,269,Ergonomic regional support,2024-11-20,100,40,68,722,48,Midterm
863,465,Adaptive mobile capability,2024-09-09,100,40,148,669,73,Midterm
864,34,Digitized 24hour moratorium,2024-04-04,100,40,161,839,1,Final
865,98,Monitored disintermediate flexibility,2024-02-16,100,40,46,153,18,Midterm
866,253,Polarized attitude-oriented application,2024-08-29,100,40,112,417,4,Midterm
867,3,Right-sized secondary complexity,2024-05-06,100,40,48,32,26,Midterm
868,221,Mandatory upward-trending task-force,2024-11-17,100,40,105,594,95,Quiz
869,22,Expanded radical support,2025-01-15,100,40,61,541,17,Final
870,475,Assimilated executive product,2025-01-27,100,40,106,493,56,Quiz
871,360,Managed coherent Local Area Network,2024-12-13,100,40,160,90,94,Quiz
872,495,Multi-tiered hybrid application,2024-10-06,100,40,73,612,5,Quiz
873,215,Integrated web-enabled emulation,2024-05-26,100,40,166,911,29,Final
874,9,Seamless scalable budgetary management,2024-12-30,100,40,73,313,28,Midterm
875,30,Upgradable needs-based attitude,2024-12-27,100,40,68,719,44,Midterm
876,112,Polarized value-added methodology,2024-02-27,100,40,65,235,26,Quiz
877,281,Robust homogeneous alliance,2025-01-26,100,40,86,152,77,Midterm
878,238,Profound multi-state process improvement,2024-12-05,100,40,175,28,52,Midterm
879,232,Networked user-facing parallelism,2024-11-14,100,40,100,676,15,Final
880,268,Fundamental didactic product,2024-04-17,100,40,70,818,87,Final
881,54,Automated mission-critical protocol,2025-01-08,100,40,160,944,97,Midterm
882,102,Horizontal didactic monitoring,2024-12-14,100,40,135,763,29,Quiz
883,157,Re-contextualized empowering ability,2024-12-05,100,40,127,483,40,Final
884,65,Multi-tiered background knowledge user,2024-07-06,100,40,89,584,42,Final
885,120,Robust foreground array,2024-04-23,100,40,83,920,51,Quiz
886,369,Customizable 4thgeneration project,2024-11-17,100,40,142,655,2,Midterm
887,117,Reverse-engineered intermediate initiative,2024-06-08,100,40,116,626,54,Quiz
888,331,Advanced asymmetric Graphical User Interface,2024-06-08,100,40,64,555,52,Quiz
889,276,Virtual contextually-based challenge,2024-07-21,100,40,131,618,69,Quiz
890,240,Compatible next generation intranet,2024-06-21,100,40,93,367,46,Final
891,98,Profit-focused dynamic productivity,2024-04-02,100,40,77,481,55,Midterm
892,166,Balanced interactive concept,2024-10-14,100,40,125,522,12,Final
893,190,User-friendly real-time service-desk,2024-11-23,100,40,121,216,61,Final
894,357,Organic responsive analyzer,2024-02-10,100,40,157,186,88,Final
895,184,Realigned heuristic process improvement,2024-09-14,100,40,180,290,14,Midterm
896,270,Decentralized multi-state software,2024-06-11,100,40,34,998,27,Quiz
897,195,Exclusive responsive secured line,2024-02-23,100,40,89,762,73,Quiz
898,218,Operative actuating toolset,2024-04-28,100,40,121,919,12,Quiz
899,278,Optimized value-added architecture,2024-12-12,100,40,59,303,78,Quiz
900,259,Right-sized zero tolerance methodology,2024-05-14,100,40,83,369,66,Quiz
901,39,De-engineered tertiary productivity,2024-04-08,100,40,43,731,11,Midterm
902,390,Progressive interactive ability,2024-07-26,100,40,35,788,35,Midterm
903,53,De-engineered incremental moderator,2024-03-13,100,40,170,692,52,Midterm
904,367,Pre-emptive asymmetric alliance,2024-10-15,100,40,91,136,40,Quiz
905,123,Synergized object-oriented moratorium,2024-04-19,100,40,149,876,38,Midterm
906,55,Exclusive optimizing hardware,2024-06-15,100,40,67,324,88,Midterm
907,89,Realigned coherent attitude,2024-10-03,100,40,166,448,46,Quiz
908,334,Horizontal zero-defect project,2024-06-06,100,40,153,258,11,Final
909,155,Future-proofed regional analyzer,2024-03-14,100,40,106,135,66,Quiz
910,39,Cloned tangible data-warehouse,2024-03-29,100,40,124,516,42,Final
911,328,Phased optimizing customer loyalty,2024-07-11,100,40,59,276,13,Midterm
912,466,Seamless optimal project,2025-01-07,100,40,92,246,46,Quiz
913,66,Proactive 24hour collaboration,2024-03-08,100,40,42,59,93,Quiz
914,317,Realigned heuristic infrastructure,2025-01-12,100,40,83,777,10,Midterm
915,414,Balanced foreground emulation,2024-08-15,100,40,99,10,91,Midterm
916,322,Digitized 5thgeneration ability,2024-09-30,100,40,132,655,1,Quiz
917,441,Customizable 5thgeneration interface,2024-07-14,100,40,103,663,31,Quiz
918,109,Switchable multimedia architecture,2024-08-01,100,40,167,625,89,Final
919,292,Reactive asynchronous approach,2024-02-28,100,40,74,495,85,Final
920,280,Right-sized stable process improvement,2024-04-15,100,40,64,669,67,Quiz
921,49,Sharable static synergy,2024-05-15,100,40,82,539,55,Midterm
922,216,Quality-focused clear-thinking circuit,2024-02-18,100,40,119,508,2,Midterm
923,184,Focused cohesive software,2024-06-06,100,40,72,96,99,Midterm
924,151,Reactive even-keeled analyzer,2024-09-09,100,40,61,876,50,Final
925,106,Enhanced demand-driven complexity,2024-12-09,100,40,174,347,24,Midterm
926,426,Monitored bi-directional protocol,2024-05-25,100,40,176,275,41,Quiz
927,240,Re-contextualized demand-driven migration,2024-09-12,100,40,106,127,1,Quiz
928,117,Enterprise-wide upward-trending moderator,2024-05-11,100,40,157,901,94,Midterm
929,195,Automated reciprocal emulation,2024-05-20,100,40,137,525,55,Quiz
930,222,Profound radical system engine,2024-04-17,100,40,123,552,76,Quiz
931,137,Fundamental zero administration groupware,2024-10-11,100,40,99,915,51,Final
932,398,Extended full-range software,2024-07-20,100,40,54,819,25,Quiz
933,7,Operative content-based info-mediaries,2024-11-04,100,40,60,348,40,Quiz
934,282,Total interactive instruction set,2024-02-12,100,40,46,272,3,Quiz
935,336,Open-architected multi-tasking analyzer,2024-07-06,100,40,50,619,9,Quiz
936,155,Operative upward-trending customer loyalty,2025-01-29,100,40,140,868,39,Quiz
937,158,Function-based neutral Graphical User Interface,2024-02-24,100,40,161,637,39,Quiz
938,197,Up-sized global challenge,2024-12-27,100,40,128,992,89,Final
939,121,Synergistic context-sensitive orchestration,2024-03-16,100,40,86,433,95,Quiz
940,113,Sharable secondary firmware,2025-01-05,100,40,38,194,88,Quiz
941,86,Right-sized solution-oriented installation,2024-05-30,100,40,149,81,71,Midterm
942,241,Virtual zero administration functionalities,2024-08-23,100,40,94,34,53,Final
943,369,Proactive well-modulated architecture,2024-04-08,100,40,67,586,17,Final
944,496,Enterprise-wide 24hour policy,2024-10-04,100,40,109,458,27,Final
945,41,Fundamental local system engine,2024-08-20,100,40,165,921,99,Midterm
946,117,Vision-oriented uniform knowledgebase,2024-03-29,100,40,62,51,9,Midterm
947,26,Profound multi-tasking access,2024-09-05,100,40,73,458,46,Midterm
948,386,Compatible fault-tolerant function,2024-02-18,100,40,80,221,21,Quiz
949,184,Profit-focused bi-directional protocol,2025-01-24,100,40,47,682,6,Final
950,7,Future-proofed even-keeled hardware,2024-05-01,100,40,179,226,36,Quiz
951,176,Synergized interactive support,2024-03-12,100,40,60,261,17,Quiz
952,240,Customizable 3rdgeneration hardware,2024-12-08,100,40,127,894,64,Quiz
953,304,Synergistic dedicated data-warehouse,2024-08-31,100,40,125,950,67,Quiz
954,481,Automated actuating website,2024-08-02,100,40,61,304,100,Quiz
955,98,Versatile neutral Local Area Network,2024-11-18,100,40,55,817,48,Final
956,196,Robust 24hour intranet,2024-04-21,100,40,129,478,49,Final
957,97,Devolved modular instruction set,2024-06-25,100,40,106,615,16,Final
958,86,Focused 6thgeneration customer loyalty,2025-01-13,100,40,82,173,1,Final
959,362,Down-sized cohesive toolset,2024-11-26,100,40,46,339,95,Final
960,35,Digitized context-sensitive info-mediaries,2024-07-10,100,40,115,214,52,Midterm
961,16,Diverse stable Graphical User Interface,2024-11-16,100,40,62,1000,56,Final
962,75,Synchronized well-modulated architecture,2024-04-04,100,40,132,338,91,Midterm
963,277,Diverse intermediate website,2024-12-27,100,40,89,374,12,Quiz
964,137,Team-oriented 6thgeneration instruction set,2024-10-22,100,40,151,561,35,Quiz
965,80,Future-proofed intangible instruction set,2024-11-03,100,40,82,983,18,Quiz
966,494,Profound solution-oriented system engine,2024-04-10,100,40,97,140,1,Midterm
967,192,Vision-oriented intangible artificial intelligence,2024-07-24,100,40,55,40,17,Final
968,273,Sharable mobile capability,2024-05-17,100,40,165,839,76,Quiz
969,368,Reverse-engineered fault-tolerant interface,2024-09-22,100,40,47,77,100,Quiz
970,419,Pre-emptive 24hour standardization,2025-01-23,100,40,114,547,86,Final
971,16,User-friendly discrete capability,2024-08-15,100,40,141,773,40,Quiz
972,322,Networked exuding orchestration,2024-03-17,100,40,55,19,48,Final
973,117,Persistent dedicated ability,2024-03-19,100,40,171,4,2,Final
974,268,Self-enabling didactic project,2024-05-25,100,40,49,788,100,Quiz
975,134,Cross-group bottom-line time-frame,2024-08-21,100,40,49,647,56,Quiz
976,268,Function-based system-worthy strategy,2024-04-21,100,40,81,789,19,Final
977,193,Intuitive value-added methodology,2024-04-13,100,40,42,19,59,Quiz
978,223,Pre-emptive uniform core,2024-10-11,100,40,137,58,23,Midterm
979,86,Digitized user-facing hub,2024-06-28,100,40,56,441,85,Quiz
980,179,Switchable fresh-thinking encryption,2024-05-14,100,40,82,46,28,Midterm
981,479,Down-sized bifurcated paradigm,2025-01-03,100,40,40,451,31,Quiz
982,208,Proactive high-level budgetary management,2024-04-04,100,40,117,102,13,Final
983,488,Synergized systematic time-frame,2024-05-19,100,40,141,707,74,Midterm
984,204,Switchable client-driven system engine,2024-03-13,100,40,95,792,75,Midterm
985,42,Face-to-face optimal methodology,2024-06-12,100,40,62,465,61,Final
986,403,Extended system-worthy intranet,2024-04-10,100,40,61,708,48,Midterm
987,107,Profound executive flexibility,2024-03-08,100,40,76,653,42,Quiz
988,287,Devolved grid-enabled intranet,2024-10-31,100,40,180,714,74,Final
989,46,Public-key 5thgeneration workforce,2024-06-09,100,40,34,658,88,Final
990,146,Total client-server software,2024-02-14,100,40,152,284,45,Quiz
991,473,Centralized full-range forecast,2024-08-10,100,40,70,282,57,Midterm
992,145,Exclusive bottom-line circuit,2025-01-21,100,40,78,712,77,Final
993,494,Switchable zero administration circuit,2024-02-06,100,40,87,740,98,Midterm
994,284,Expanded exuding adapter,2024-10-13,100,40,72,49,49,Final
995,112,Fully-configurable 5thgeneration info-mediaries,2024-05-12,100,40,124,668,55,Midterm
996,171,Streamlined 6thgeneration frame,2024-03-10,100,40,33,603,14,Midterm
997,188,Function-based user-facing concept,2024-04-30,100,40,172,572,15,Final
998,41,Triple-buffered exuding toolset,2024-12-02,100,40,158,126,9,Midterm
999,55,Progressive object-oriented toolset,2024-02-05,100,40,45,67,28,Quiz
1000,330,Centralized impactful paradigm,2024-05-07,100,40,76,384,80,Midterm
