performance_id,student_id,subject_id,marks_obtained,total_marks,grade,exam_type,exam_date,teacher_id,remarks
7781,4597,439,22.24,100,C,Final,2024-11-22,742,Eight control usually perform industry avoid agreement.
7782,16342,250,63.1,100,F,Quiz,2024-08-23,375,Major fact by laugh.
7783,5367,392,39.76,100,F,Midterm,2024-09-23,545,Share too sense.
7784,5132,455,40.35,100,F,Midterm,2024-05-15,829,Reduce none owner free fish become population consider.
7785,10410,135,15.19,100,F,Midterm,2024-06-18,597,Foot Democrat cell teacher camera half girl.
7786,2614,303,41.66,100,F,Quiz,2024-03-18,44,Central final what.
7787,9170,296,86.89,100,A,Quiz,2024-07-08,562,Five study act security rich fill occur.
7788,2196,248,99.45,100,A,Quiz,2024-11-03,18,Back smile four right feeling.
7789,3824,490,93.01,100,F,Midterm,2024-10-28,954,Consider old least music because win and old.
7790,18825,370,46.54,100,A,Final,2024-07-27,306,Up no perform everyone.
7791,8884,115,95.05,100,C,Final,2024-04-08,643,Care different level third politics.
7792,16610,469,85.85,100,A,Final,2024-06-20,692,Because third identify choose fall various.
7793,7085,285,79.16,100,A,Final,2024-11-25,372,Cold indicate easy person.
7794,11994,5,35.31,100,C,Quiz,2024-08-21,954,Law in training accept gun you security.
7795,5244,9,13.38,100,C,Final,2024-03-14,312,Reduce natural spring newspaper while.
7796,5061,268,74.68,100,C,Quiz,2024-07-13,845,Short outside our gun.
7797,12118,74,70.51,100,B,Quiz,2024-04-07,591,Everything form she news consider rich government.
7798,6110,488,76.86,100,B,Quiz,2025-01-15,54,Can perhaps smile.
7799,18537,6,28.96,100,C,Quiz,2024-03-21,729,Quickly off individual bed money.
7800,9561,120,17.61,100,F,Quiz,2024-06-12,93,Area simple all across will example.
7801,6150,370,90.67,100,D,Quiz,2024-06-22,39,Situation most move hand site identify word.
7802,15718,254,13.46,100,C,Final,2024-03-29,112,Learn suggest along serious such difference evening.
7803,9163,390,39.88,100,B,Midterm,2024-08-03,188,Tough activity different without west by key.
7804,15205,266,55.39,100,C,Final,2024-11-03,816,Sell never him her.
7805,7180,13,32.71,100,D,Quiz,2024-05-03,678,Long blood seven range relate break.
7806,19276,284,48.75,100,F,Quiz,2024-09-13,324,Write much check important.
7807,4932,486,34.85,100,B,Final,2024-04-22,804,Surface father national month.
7808,19500,80,77.27,100,F,Quiz,2024-08-30,481,Road former ground development experience bed.
7809,13686,136,98.01,100,A,Quiz,2024-12-25,405,Kitchen baby strong everything page one take which.
7810,18778,218,25.63,100,F,Midterm,2024-09-24,117,Tree tree state full wait doctor.
7811,13399,151,27.59,100,B,Quiz,2024-06-24,241,On tonight above soldier your than.
7812,14836,5,7.94,100,C,Midterm,2025-01-20,346,Page season toward another age price.
7813,11978,34,73.45,100,C,Midterm,2024-06-18,452,Cause movement anyone really amount.
7814,15977,484,32.86,100,F,Final,2024-04-24,86,Out require after job.
7815,5004,122,82.1,100,F,Final,2024-11-26,388,Kitchen specific toward American.
7816,12540,82,39.37,100,A,Quiz,2024-09-02,88,Either bed there claim season where yeah.
7817,2750,449,61.34,100,D,Midterm,2024-07-17,785,Particularly store require energy wear consider moment policy.
7818,5384,120,38.8,100,B,Final,2024-10-13,193,Once camera color.
7819,14374,269,43.43,100,A,Final,2024-03-26,63,Clear stop back plant charge artist raise.
7820,3932,323,62.59,100,A,Quiz,2024-10-16,773,Week exist civil security foot field.
7821,12849,384,55.73,100,F,Final,2024-11-02,540,Six if second situation.
7822,1664,455,24.5,100,B,Midterm,2024-04-24,102,Face suffer operation close until.
7823,13896,157,57.16,100,C,Quiz,2024-04-08,412,State thus theory wear finish line shoulder.
7824,8367,461,77.97,100,A,Final,2024-08-16,38,Sell student young.
7825,10548,282,79.1,100,B,Midterm,2024-03-27,495,Rock send effort worker maintain sport outside central.
7826,3088,371,29.08,100,D,Midterm,2024-11-16,116,Low ten perform health image.
7827,1192,318,61.39,100,F,Final,2024-09-11,172,Section road floor itself question local down buy.
7828,8755,152,6.3,100,A,Quiz,2024-04-22,82,Learn across list together force open.
7829,7942,485,57.26,100,B,Midterm,2024-11-07,935,Television plant power sit really.
7830,6939,418,90.11,100,A,Final,2024-04-11,875,Senior floor investment court between Democrat.
7831,3182,403,57.67,100,F,Midterm,2024-04-21,799,Defense four collection only skin agree.
7832,10183,377,87.13,100,F,Quiz,2024-02-07,887,Continue he sister enter grow imagine.
7833,3735,5,44.44,100,D,Final,2024-11-15,243,Return work nature occur hundred care cultural.
7834,4845,206,83.99,100,A,Final,2024-03-25,191,Him parent believe town cost.
7835,8572,113,89.81,100,B,Quiz,2024-11-27,153,Total see government skill stage open through.
7836,8446,368,27.63,100,B,Quiz,2024-10-15,953,Offer happy upon commercial evening still let federal.
7837,10992,54,96.94,100,C,Midterm,2024-05-28,560,Difference cover simple rest discussion maintain.
7838,9739,49,4.18,100,B,Final,2024-11-13,31,Kind social language enough money bit.
7839,19698,247,31.33,100,D,Midterm,2024-07-14,707,Five member people hour whom Mr soon.
7840,13010,211,96.94,100,C,Quiz,2025-01-05,927,During however seek media score least alone.
7841,7076,64,88.07,100,B,Quiz,2024-09-11,723,Remain shake compare result.
7842,67,319,41.0,100,B,Final,2024-12-10,492,Floor color detail miss knowledge class you.
7843,9649,32,76.94,100,A,Quiz,2025-01-12,780,Air list others will.
7844,8656,89,95.14,100,F,Final,2024-07-03,134,Thus assume think happy behavior paper.
7845,5699,19,31.14,100,B,Midterm,2024-08-27,725,Include teach score me mission lot.
7846,273,327,0.58,100,B,Midterm,2024-07-28,62,Set lawyer or those TV letter produce.
7847,10417,16,91.34,100,D,Quiz,2024-04-17,143,Reality him item time instead husband whatever.
7848,15390,251,19.61,100,C,Final,2024-12-19,720,Response major music because.
7849,6579,376,63.41,100,D,Quiz,2024-06-27,324,Official baby able to.
7850,4788,372,43.27,100,C,Quiz,2024-08-04,613,Policy ground morning support work college new.
7851,18101,265,24.25,100,C,Quiz,2024-09-29,753,Safe involve world blood consumer half mission experience.
7852,2959,319,60.07,100,D,Final,2024-06-16,949,Can reveal people various Republican nor man public.
7853,8091,239,83.24,100,D,Midterm,2025-01-16,439,Will child nor serve.
7854,5432,189,59.67,100,D,Final,2024-08-22,164,Story even black myself.
7855,9377,164,44.97,100,C,Final,2024-10-10,900,Stuff doctor hope trouble.
7856,3846,427,80.02,100,B,Quiz,2024-06-23,385,Do culture fine name.
7857,12978,463,3.31,100,D,Midterm,2024-05-26,804,Resource beyond career expert.
7858,10030,262,59.74,100,C,Midterm,2024-04-22,653,Environment appear available strategy order.
7859,2501,287,36.66,100,C,Quiz,2024-08-15,436,Increase whole able leave method support.
7860,17900,236,19.45,100,D,Quiz,2024-12-17,851,Daughter people hospital just indeed.
7861,19871,152,31.66,100,A,Quiz,2024-10-14,621,Return any only major here.
7862,2109,382,83.76,100,C,Quiz,2024-07-26,747,Coach always new letter memory.
7863,6477,365,9.24,100,D,Final,2024-08-21,378,Member family it benefit on meeting actually.
7864,10609,358,3.03,100,B,Quiz,2024-02-06,110,Something growth career race special.
7865,27,314,19.95,100,F,Quiz,2024-05-23,188,World someone yard former able subject hair.
7866,11918,194,19.16,100,F,Final,2024-03-17,234,Remain yes smile mother site floor ball.
7867,13077,387,98.09,100,F,Quiz,2025-01-10,684,Assume language enter peace.
7868,17025,286,76.74,100,A,Quiz,2024-09-03,959,Section since miss.
7869,13450,467,16.34,100,B,Midterm,2024-10-19,270,Data exactly while agree use leader camera.
7870,4253,493,10.3,100,B,Final,2024-10-01,248,Loss never their put ten impact.
7871,8868,453,1.03,100,C,Final,2024-03-09,648,Message cut someone late energy suddenly produce.
7872,9620,1,84.39,100,B,Midterm,2024-11-16,866,Left under or.
7873,2392,436,81.91,100,A,Midterm,2024-12-28,328,Range sort foot edge responsibility enjoy remember.
7874,19221,194,89.23,100,D,Final,2024-05-14,882,Public lawyer building box citizen.
7875,18810,399,70.56,100,D,Midterm,2024-02-26,127,Another be mother break.
7876,6934,313,19.11,100,C,Midterm,2024-07-02,45,Some else newspaper capital kid activity standard.
7877,2310,299,21.67,100,D,Midterm,2024-03-12,220,Meet under to if.
7878,18982,171,59.14,100,C,Final,2024-03-17,486,Government role unit choice.
7879,16508,308,75.01,100,D,Quiz,2024-11-04,895,Instead sea might particular everyone where check.
7880,12659,53,16.82,100,D,Final,2025-01-30,116,Figure there people rate simply accept accept.
7881,8412,355,59.56,100,C,Quiz,2024-10-24,833,Fire Mrs to truth board long.
7882,3541,4,6.03,100,F,Final,2024-11-15,619,Imagine quite stay life sea.
7883,1156,10,82.99,100,A,Quiz,2025-01-17,997,Herself experience make window hit.
7884,2221,409,63.19,100,D,Final,2025-01-14,892,Sure key or point back series.
7885,4723,19,40.96,100,D,Midterm,2024-05-31,8,State arm collection participant.
7886,5544,388,3.94,100,A,Quiz,2024-06-12,462,Chair use institution leg note prevent rate.
7887,8944,188,11.33,100,F,Quiz,2024-07-08,544,Glass need will herself relate.
7888,19182,126,26.38,100,D,Midterm,2024-09-15,73,Threat production race her painting treat answer scientist.
7889,1890,55,7.9,100,A,Final,2024-06-19,53,Energy how Mrs PM.
7890,94,119,0.6,100,F,Final,2024-04-16,599,Question agent water gun here technology behind represent.
7891,15516,115,48.26,100,D,Midterm,2024-06-12,180,Evidence role data yourself prove tell.
7892,9123,168,36.74,100,A,Quiz,2024-12-25,376,Choice base project whatever bad.
7893,2103,114,98.02,100,B,Midterm,2024-02-22,662,Price although care relate whole.
7894,4366,216,43.26,100,C,Midterm,2024-05-07,617,Improve hot home support million specific hotel morning.
7895,17725,14,12.12,100,A,Quiz,2024-08-05,706,Our cost way size.
7896,11629,214,56.9,100,C,Quiz,2024-05-22,742,That season choose standard improve.
7897,1215,144,32.59,100,F,Quiz,2024-04-03,282,Computer much government reveal war.
7898,16120,61,25.82,100,B,Final,2024-08-06,75,Detail real dark major clearly together.
7899,5746,7,4.67,100,C,Quiz,2024-10-09,841,Young fast everyone.
7900,4060,162,50.86,100,F,Final,2024-05-11,227,Simply production read guy glass summer record.
7901,12844,169,43.4,100,F,Quiz,2024-05-05,379,Away chance garden beat several.
7902,17972,391,99.89,100,F,Final,2025-01-26,841,Defense very cut not community prove.
7903,8414,136,77.56,100,A,Midterm,2024-10-22,463,Country figure reach no us.
7904,16795,316,94.97,100,A,Final,2024-07-20,744,Instead specific table his.
7905,10096,171,86.53,100,A,Quiz,2024-02-17,531,Red end thought.
7906,10884,33,16.46,100,C,Final,2024-08-07,39,Doctor charge old realize seat kind example.
7907,8788,261,19.78,100,C,Final,2024-12-05,656,National be security individual southern.
7908,15170,218,93.18,100,F,Midterm,2024-10-22,910,Evidence international such moment.
7909,11261,157,6.74,100,B,Midterm,2024-05-27,291,Bar require maintain hour writer animal.
7910,14029,19,94.63,100,D,Quiz,2024-09-11,867,Deal agency tell fish book.
7911,2492,451,56.07,100,C,Midterm,2024-12-30,978,Sure oil gun answer space before it.
7912,19759,354,22.61,100,C,Quiz,2025-01-02,452,Tv meet something truth yeah phone.
7913,17945,442,86.69,100,D,Final,2024-10-07,888,Charge history thing.
7914,11438,2,34.03,100,D,Final,2024-03-21,508,Become spring best standard discover develop.
7915,8658,411,26.68,100,C,Midterm,2024-11-19,84,College control carry in law project end.
7916,8063,468,79.99,100,D,Final,2025-01-08,533,Scientist thank plan.
7917,4133,103,42.71,100,D,Quiz,2024-08-16,661,Person feeling drug from better.
7918,18415,140,72.75,100,B,Quiz,2024-09-03,208,Sport allow key.
7919,15589,339,29.61,100,C,Quiz,2024-08-05,93,Economy herself market act interesting face generation well.
7920,15561,362,99.19,100,D,Final,2024-11-06,493,Store find help question present open.
7921,7630,81,14.63,100,B,Final,2024-11-03,113,Free old example whether everyone.
7922,6470,267,10.96,100,B,Midterm,2024-06-02,696,Prepare do approach image spend perhaps letter keep.
7923,1759,68,54.63,100,B,Quiz,2024-10-11,292,Yard security Democrat positive forward area.
7924,175,481,20.23,100,B,Final,2024-05-26,643,Per customer when deal.
7925,10986,200,15.5,100,C,Midterm,2024-07-02,132,Food he hot out.
7926,9646,65,59.75,100,B,Final,2024-10-24,471,Best laugh brother teach water.
7927,8456,361,33.05,100,B,Quiz,2024-04-10,53,Whether coach executive either.
7928,17023,69,42.3,100,A,Final,2025-01-04,357,Lead act close nearly still director.
7929,19470,433,84.16,100,F,Quiz,2025-01-27,109,Series continue arrive system.
7930,14613,390,65.27,100,A,Midterm,2024-06-07,448,Rule pattern sometimes remain.
7931,840,454,7.92,100,B,Final,2024-07-02,944,Seem stock short lay.
7932,469,390,18.96,100,A,Midterm,2024-09-19,430,Although exactly my could onto imagine consider game.
7933,262,277,14.1,100,F,Midterm,2024-10-03,359,Dark program store strategy later threat agreement.
7934,14554,366,35.82,100,F,Final,2024-10-27,598,Order western growth once attention father officer.
7935,18402,244,35.7,100,C,Quiz,2024-09-11,164,Plan stay place high window nothing.
7936,17109,431,6.93,100,A,Quiz,2024-05-14,898,Cover if from.
7937,19128,108,10.84,100,F,Quiz,2024-08-06,232,Minute themselves join to chance.
7938,16786,296,40.18,100,C,Final,2024-04-23,191,Owner bad easy decision sing focus by.
7939,7553,48,22.78,100,C,Quiz,2024-10-28,739,Walk race continue present future.
7940,13742,91,40.21,100,C,Midterm,2024-03-12,240,Other special policy you sense.
7941,17630,168,63.13,100,A,Final,2024-10-26,276,Sell scientist service than movement sometimes attention.
7942,18180,196,65.31,100,A,Midterm,2024-12-14,81,Feeling argue center everybody.
7943,13298,339,20.55,100,F,Midterm,2024-04-11,2,Art rich though analysis.
7944,1572,160,67.97,100,B,Midterm,2024-07-24,630,Window just car must rather future.
7945,19219,336,53.62,100,F,Midterm,2024-03-01,931,Store before future one anything hope most since.
7946,19464,199,69.49,100,A,Final,2024-08-15,199,Then parent use election.
7947,6234,58,18.3,100,D,Quiz,2024-08-01,754,Remember inside generation American health recognize environmental.
7948,12847,37,95.68,100,B,Midterm,2024-03-30,394,Child idea somebody third.
7949,4154,58,26.42,100,A,Midterm,2024-09-19,275,Your economy network party left.
7950,18890,304,66.37,100,F,Quiz,2024-12-06,256,Scientist assume computer nice.
7951,9582,352,12.59,100,D,Midterm,2024-04-11,674,Thing edge lot training summer respond.
7952,3892,165,12.64,100,B,Midterm,2024-02-09,188,Sport peace professor.
7953,17625,334,82.64,100,C,Midterm,2024-12-05,819,Tend measure manage daughter.
7954,11980,325,93.12,100,B,Final,2024-02-08,491,Even paper ok finally.
7955,12319,183,72.37,100,C,Quiz,2024-05-23,833,Somebody director religious central local born quickly.
7956,5944,486,99.33,100,B,Midterm,2024-10-14,840,Check side bar run computer item technology.
7957,8727,85,31.73,100,C,Quiz,2025-01-25,810,Outside that either type girl actually which.
7958,14565,183,57.09,100,D,Final,2024-10-28,178,Late strong along remember.
7959,9837,422,57.9,100,F,Quiz,2024-12-30,638,Memory like push change major product majority.
7960,13808,338,10.57,100,D,Final,2024-10-14,171,Produce use source front business expert state.
7961,17004,288,67.27,100,B,Quiz,2024-08-01,127,Include animal report none.
7962,14589,21,16.27,100,D,Midterm,2024-07-11,276,Goal lose heart although why claim.
7963,10305,279,35.75,100,B,Final,2024-07-07,844,Three fall involve.
7964,7420,42,43.24,100,D,Midterm,2024-08-19,54,Result realize oil eye.
7965,17990,118,72.27,100,F,Quiz,2025-01-17,307,Source already job truth father fear amount.
7966,14070,46,66.55,100,F,Final,2024-02-10,176,Question sea often both can on education.
7967,6011,209,79.99,100,C,Quiz,2024-03-25,82,Three security big perform.
7968,19642,145,1.26,100,D,Final,2024-02-09,640,Property break nor myself pretty.
7969,8431,70,32.65,100,A,Final,2024-04-11,343,Such build series general.
7970,12453,337,15.22,100,D,Final,2024-07-22,381,Fine over represent real major beautiful.
7971,19270,117,96.4,100,F,Final,2024-08-10,119,Senior better often section degree month.
7972,18982,356,43.54,100,A,Quiz,2024-04-24,524,Result since since information home military fast.
7973,11335,378,68.65,100,A,Final,2024-07-07,382,Commercial color perform million hold.
7974,6199,285,95.38,100,C,Final,2024-05-27,587,Yourself physical yes such how which.
7975,14792,179,82.68,100,B,Quiz,2024-07-25,301,Century create risk go provide collection owner attack.
7976,15212,112,38.56,100,C,Quiz,2024-04-07,838,Society imagine would because south middle.
7977,5615,253,73.56,100,D,Midterm,2024-12-17,126,Author support star why throughout.
7978,6607,53,71.89,100,D,Midterm,2024-02-19,858,Base course area.
7979,10793,380,89.72,100,F,Quiz,2024-10-03,428,Story water southern language find drug.
7980,11990,377,69.71,100,C,Quiz,2024-09-08,954,Important risk stuff marriage increase.
7981,16543,472,46.95,100,F,Final,2024-11-24,167,Chance world those service.
7982,17144,328,28.54,100,A,Midterm,2024-03-23,448,House decade federal director strategy use.
7983,15353,374,70.36,100,C,Quiz,2024-08-21,684,Argue walk almost amount stock.
7984,11497,338,27.45,100,C,Final,2024-04-09,46,Language big mind instead simply human.
7985,5385,440,5.83,100,A,Quiz,2024-12-24,453,Turn against they cold change.
7986,6762,79,89.31,100,C,Quiz,2024-08-03,408,Father require ask prove arrive best.
7987,10715,453,55.74,100,A,Quiz,2024-07-31,939,Leg allow study.
7988,19968,29,35.02,100,B,Quiz,2024-07-12,16,Meet ready total.
7989,11403,345,22.21,100,D,Final,2024-05-14,30,Worker continue generation either west ever.
7990,6626,78,29.27,100,A,Midterm,2024-11-18,27,Hospital gun between gas cause work.
7991,15560,6,70.23,100,A,Quiz,2024-04-04,513,Entire news look production strong career.
7992,11078,330,27.39,100,B,Midterm,2024-05-14,979,Doctor watch here where item before.
7993,10155,390,51.78,100,F,Midterm,2024-02-21,778,Wish successful age figure.
7994,15445,480,64.15,100,D,Midterm,2025-01-04,514,Value decide television that unit.
7995,19280,169,63.24,100,A,Quiz,2024-05-23,627,Each respond explain detail small out.
7996,16079,322,71.58,100,D,Final,2024-06-20,300,Could hour tend require seem deep training.
7997,16010,226,25.06,100,A,Midterm,2024-08-02,682,Or each continue woman brother.
7998,2761,329,3.28,100,C,Midterm,2024-02-23,640,Author store radio up.
7999,19102,28,84.53,100,D,Quiz,2024-05-31,654,Use trial white interesting they close.
8000,8132,182,51.82,100,C,Midterm,2024-05-29,263,Tax begin degree bit suddenly hope per understand.
8001,12933,11,94.93,100,B,Final,2024-10-21,208,Always arm board admit evening however.
8002,633,7,62.16,100,C,Quiz,2024-09-09,651,Smile road finish.
8003,16891,330,28.32,100,B,Quiz,2024-12-22,737,Amount each perform range.
8004,8753,157,98.12,100,F,Quiz,2024-12-29,70,Talk interest happy measure keep.
8005,18679,187,72.85,100,C,Midterm,2024-12-29,119,Compare international thing away.
8006,14786,237,29.31,100,F,Final,2024-08-31,21,Enough seem term anyone film character.
8007,6275,486,31.6,100,C,Quiz,2024-06-22,709,Most suggest if benefit general into.
8008,4105,161,90.76,100,B,Quiz,2025-01-13,55,Guy professor article teach.
8009,10383,403,51.99,100,A,Midterm,2024-05-26,333,Television wait though maintain wife woman truth.
8010,12071,57,91.4,100,D,Quiz,2024-11-13,283,Thousand field daughter election.
8011,231,14,56.06,100,B,Quiz,2024-09-05,673,Now issue make.
8012,14607,180,32.18,100,F,Quiz,2024-11-17,797,City point war.
8013,13049,480,54.22,100,A,Final,2024-06-21,697,Maintain whatever glass clearly school social travel.
8014,13301,218,77.01,100,B,Midterm,2024-05-25,434,Fact myself concern argue building.
8015,14734,100,51.65,100,C,Midterm,2024-09-07,153,Door specific I without.
8016,15617,432,89.78,100,D,Quiz,2025-01-21,853,Management build officer unit together.
8017,6321,442,38.93,100,A,Quiz,2024-11-19,303,Little their cover include part him turn.
8018,16708,37,44.86,100,C,Final,2024-08-10,326,Young exactly poor control along.
8019,17289,149,90.22,100,F,Midterm,2024-05-17,85,Trade exactly morning happen expert president true.
8020,13742,194,10.48,100,B,Quiz,2025-01-19,283,Man claim police where air mission.
8021,16150,150,17.82,100,A,Quiz,2025-01-29,617,Plant less start about seem expert.
8022,2304,148,19.67,100,C,Midterm,2025-01-16,691,Show state require woman despite minute worry avoid.
8023,18702,226,4.61,100,D,Midterm,2024-04-21,652,Argue artist source relationship major choice.
8024,1469,79,63.86,100,B,Quiz,2024-11-10,799,Do ready rule entire high last fear firm.
8025,7112,146,60.72,100,C,Midterm,2024-08-08,627,Firm security you air.
8026,13196,43,54.88,100,B,Midterm,2025-01-05,237,Until political pressure door hope vote politics.
8027,16708,482,41.43,100,F,Quiz,2024-07-04,574,Final health within never speak.
8028,3896,436,84.84,100,F,Quiz,2024-02-13,625,Military prevent provide including animal somebody.
8029,19803,386,23.14,100,F,Final,2024-09-12,874,Tree fast smile onto leader without she necessary.
8030,1400,421,5.5,100,D,Quiz,2025-01-12,865,Least American ability service.
8031,4547,213,85.6,100,F,Midterm,2024-09-11,990,Might although nearly including hit difficult success.
8032,2447,348,21.67,100,C,Midterm,2024-06-15,930,Economy they child perhaps.
8033,19316,407,9.75,100,A,Quiz,2024-07-21,901,Theory find capital school poor.
8034,5810,66,85.42,100,F,Quiz,2024-09-04,100,Over practice various one.
8035,13639,115,21.12,100,C,Final,2024-08-08,217,Relationship under since establish group program.
8036,9782,94,64.06,100,A,Final,2024-02-18,379,Magazine create citizen court establish bar or some.
8037,17750,357,88.45,100,F,Midterm,2024-11-14,73,Establish such good someone model relationship.
8038,17437,120,12.23,100,B,Midterm,2024-09-07,766,Save friend worry feeling population.
8039,11694,77,78.12,100,A,Midterm,2024-08-03,259,Send water apply west.
8040,8379,374,6.99,100,C,Final,2024-05-04,787,Do cup bit debate couple force.
8041,1857,363,30.05,100,F,Quiz,2024-08-02,8,Begin middle spring quite kitchen season material pressure.
8042,16276,460,97.86,100,C,Final,2024-02-19,922,Every design instead.
8043,8953,492,73.95,100,A,Final,2024-07-22,782,Wear candidate whole operation fight prepare.
8044,11861,343,62.76,100,F,Final,2024-11-26,854,Particularly man agent piece eight short.
8045,9975,136,31.63,100,D,Final,2025-01-12,401,Impact yard accept brother.
8046,11965,13,47.49,100,B,Midterm,2024-12-22,832,Director leave product strategy.
8047,8181,449,27.26,100,F,Midterm,2024-03-24,672,Low care especially wide.
8048,14260,78,97.98,100,F,Final,2024-10-01,281,Music as local central forget.
8049,17631,113,37.13,100,D,Final,2024-06-06,226,Easy and six tend increase win trip.
8050,2159,154,55.34,100,A,Quiz,2024-10-18,101,Republican reflect blood air than discover send.
8051,1661,495,16.0,100,D,Midterm,2024-07-07,240,Tv cover day then.
8052,7543,107,14.18,100,D,Midterm,2024-04-22,608,Professor body can poor rich.
8053,7980,468,2.04,100,B,Midterm,2025-01-15,457,Important reality administration daughter.
8054,287,199,84.79,100,D,Midterm,2024-12-18,870,He election personal.
8055,19798,376,31.85,100,F,Midterm,2025-01-06,24,Matter size public air friend board.
8056,17832,383,88.08,100,A,Quiz,2024-08-26,978,Particularly early enjoy goal rule.
8057,15559,136,30.52,100,A,Final,2024-11-24,43,Home though house ago control during.
8058,15293,81,72.0,100,A,Quiz,2024-10-19,555,How despite probably general.
8059,19538,152,40.29,100,D,Midterm,2024-03-28,636,Human trouble shake according charge office bad.
8060,16823,38,58.73,100,F,Final,2024-05-25,524,Carry worker morning.
8061,17004,97,34.59,100,C,Midterm,2024-05-28,283,Cultural main plant war bed.
8062,3045,496,46.95,100,C,Midterm,2025-01-25,252,Person star fund.
8063,14090,9,16.6,100,A,Quiz,2024-10-08,221,Born policy risk interview boy home study.
8064,699,179,67.44,100,B,Final,2024-11-23,67,Name pull Republican we.
8065,19716,272,7.78,100,F,Quiz,2024-03-03,780,Tough daughter close why money.
8066,8599,403,26.46,100,D,Final,2024-11-20,816,Action camera think a character high near.
8067,4427,156,63.32,100,F,Quiz,2024-08-06,136,Interesting interesting gas call arrive per.
8068,13975,182,13.45,100,C,Midterm,2024-03-04,60,On attorney maintain.
8069,10044,22,38.5,100,B,Midterm,2024-09-03,357,Social painting story.
8070,4745,289,37.06,100,F,Midterm,2024-10-25,15,Key race require itself wonder.
8071,6419,189,15.98,100,A,Final,2025-01-20,291,Pressure generation security her performance three until.
8072,9647,233,62.08,100,F,Final,2024-06-01,837,Less this community region management.
8073,17058,37,69.79,100,C,Quiz,2024-02-24,920,Door but thousand certainly.
8074,202,59,16.36,100,A,Quiz,2024-09-14,211,Box ground theory finally.
8075,16863,296,94.11,100,A,Midterm,2024-05-27,421,Foreign nearly risk because open ever.
8076,6398,137,49.47,100,A,Final,2024-06-18,792,Hit different value despite case.
8077,11949,129,12.04,100,B,Quiz,2024-05-13,651,Its improve special put sense why exist.
8078,16870,140,13.23,100,B,Quiz,2024-06-08,429,Act owner call travel structure training.
8079,6981,49,47.43,100,D,Quiz,2024-03-13,744,Table true point could.
8080,2883,291,47.57,100,A,Midterm,2024-03-29,313,Might project like left.
8081,2303,49,9.55,100,A,Quiz,2024-02-21,985,Public day water simply throughout.
8082,9656,344,89.94,100,F,Quiz,2024-07-21,632,Turn couple phone respond personal.
8083,232,342,33.02,100,D,Quiz,2024-12-09,925,Necessary TV cold simple speech teach three.
8084,17970,489,33.57,100,D,Final,2024-10-02,864,Including director fly mission end yourself its economic.
8085,19842,31,49.81,100,D,Midterm,2024-04-25,551,Social author at light market Republican.
8086,10119,393,72.7,100,C,Midterm,2024-05-17,663,Exist figure fact keep trouble everyone summer.
8087,3251,418,9.22,100,B,Midterm,2025-01-15,281,Manage relate listen return page although.
8088,1926,63,43.11,100,B,Midterm,2024-02-19,908,Address open behind near group.
8089,3153,118,59.87,100,B,Final,2024-10-12,199,Affect artist recognize seven buy.
8090,13178,39,49.53,100,F,Quiz,2024-08-11,300,Administration imagine can lawyer.
8091,8585,328,53.29,100,F,Quiz,2024-02-10,832,Government ago moment author word tell.
8092,6645,191,54.23,100,D,Final,2024-10-24,666,Modern why detail everybody nation factor.
8093,8804,270,34.0,100,A,Midterm,2024-10-24,275,Reveal investment tax shoulder other practice score term.
8094,2067,255,86.27,100,C,Quiz,2024-11-11,772,Run someone road service create produce manager.
8095,3511,410,87.63,100,D,Final,2024-06-29,927,Season tough turn act none.
8096,18390,439,89.8,100,F,Final,2024-08-11,655,Play claim important world with.
8097,787,146,43.24,100,C,Quiz,2024-03-06,19,Relate around strategy debate race perhaps enough.
8098,1765,59,76.84,100,C,Quiz,2024-08-28,81,Able entire sit trip sure.
8099,6541,128,48.78,100,F,Quiz,2024-04-04,275,Write beautiful heart hundred north.
8100,15267,474,89.05,100,B,Final,2024-02-27,143,Claim technology create guess through south perhaps.
8101,3607,444,38.75,100,B,Midterm,2024-10-26,347,Sea art situation us behind home.
8102,15353,237,77.7,100,A,Final,2024-02-08,474,Happy test situation son case.
8103,9445,444,80.17,100,C,Final,2024-04-09,658,Cover learn approach hear commercial.
8104,3540,496,22.46,100,C,Quiz,2025-01-25,246,Town pressure company available beyond.
8105,540,487,10.12,100,D,Quiz,2024-02-09,699,Pattern song heart class bit half.
8106,9251,384,37.16,100,B,Quiz,2024-03-16,753,Start middle rule account law hope speech field.
8107,14088,226,64.76,100,C,Quiz,2024-08-27,243,Role career garden different politics certain gas race.
8108,9492,336,49.04,100,A,Midterm,2024-05-16,317,Environment foot agreement break food item open.
8109,5620,231,57.31,100,A,Midterm,2024-02-22,761,Agree week writer else.
8110,12332,316,84.55,100,D,Final,2024-12-11,902,Baby bed think economic scene identify paper.
8111,4833,260,61.79,100,A,Final,2024-07-29,407,Citizen build course recently.
8112,18616,17,27.18,100,B,Quiz,2025-01-12,445,Cost firm send because begin before month chair.
8113,9302,107,6.14,100,C,Quiz,2024-09-19,631,Information right form throw.
8114,15317,392,80.96,100,D,Quiz,2024-12-06,639,Music plan place light season.
8115,16326,476,90.5,100,A,Final,2025-01-24,452,My task positive young first provide family.
8116,12642,24,40.77,100,A,Midterm,2024-08-13,771,Around trip science art yes husband street.
8117,2969,90,96.7,100,F,Midterm,2024-05-08,23,Current summer price large.
